saison,journee,nom_club,position,nb_points,nb_matchs,nb_victoires,nb_nuls,nb_defaites,nb_buts_pour,nb_buts_contre,nb_buts_diff,serie_resultats,position.dedup,serie_resultats.un,nom_club_actuel,initiales_nom_club_actuel,logo_png
1992-1993,15,SM Caen,11,14,15,5,4,6,23,21,2,NgGpN,11,N,SM Caen,SMC,./logos_clubs/SMC.png
1992-1993,15,FC Metz,12,14,15,3,8,4,18,20,-2,pnNpG,12,G,FC Metz,FCM,./logos_clubs/FCM.png
1992-1993,15,Havre AC,13,13,15,3,7,5,15,18,-3,pGpNn,13,N,Havre AC,HAC,./logos_clubs/HAC.png
1992-1993,15,Olympique Lyonnais,14,13,15,1,11,3,12,15,-3,nNnnN,14,N,Olympique Lyonnais,OL,./logos_clubs/OL.png
1992-1993,15,Nîmes Olympique,15,12,15,2,8,5,15,23,-8,nGgNp,15,P,Nîmes Olympique,NO,./logos_clubs/NO.png
1992-1993,15,US Valenciennes-Anzin,16,11,15,3,5,7,18,22,-4,GpNpN,16,N,Valenciennes FC,VAFC,./logos_clubs/VAFC.png
1992-1993,15,Toulouse FC,17,11,15,1,9,5,13,20,-7,NnGnN,17,N,Toulouse FC,TFC,./logos_clubs/TFC.png
1992-1993,15,RC Lens,18,11,15,2,7,6,14,24,-10,nPpGg,18,G,RC Lens,RCL,./logos_clubs/RCL.png
1992-1993,15,Lille OSC,19,11,15,3,5,7,5,19,-14,GpNpP,19,P,Lille OSC,LOSC,./logos_clubs/LOSC.png
1992-1993,15,SC Toulon et du Var,20,9,15,1,7,7,8,20,-12,pPnNn,20,N,SC Toulon et du Var,SCT,./logos_clubs/SCT.png
1991-1992,15,Olympique de Marseille,1,23,15,9,5,1,27,11,16,NnGng,1,G,Olympique de Marseille,OM,./logos_clubs/OM.png
1991-1992,15,AS Monaco,2,20,15,9,2,4,23,13,10,NpPpN,2,N,AS Monaco,ASM,./logos_clubs/ASM.png
1991-1992,15,Paris Saint-Germain FC,3,19,15,6,7,2,17,9,8,GnPpG,3,G,Paris Saint-Germain FC,PSG,./logos_clubs/PSG.png
1991-1992,15,FC Metz,4,17,15,8,1,6,23,20,3,pPgGp,4,P,FC Metz,FCM,./logos_clubs/FCM.png
1991-1992,15,SM Caen,5,17,15,7,3,5,19,16,3,pGpGg,5,G,SM Caen,SMC,./logos_clubs/SMC.png
1991-1992,15,FC Nantes,6,16,15,6,4,5,16,16,0,GppNp,6,P,FC Nantes,FCN,./logos_clubs/FCN.png
1991-1992,15,Havre AC,7,16,15,5,6,4,8,11,-3,GnGnP,7,P,Havre AC,HAC,./logos_clubs/HAC.png
1991-1992,15,Nîmes Olympique,8,16,15,5,6,4,15,19,-4,nGnGp,8,P,Nîmes Olympique,NO,./logos_clubs/NO.png
1991-1992,15,AJ Auxerre,9,15,15,5,5,5,16,13,3,pNpGn,9,N,AJ Auxerre,AJA,./logos_clubs/AJA.png
1991-1992,15,Montpellier Hérault SC,10,15,15,4,7,4,15,16,-1,GnNnN,10,N,Montpellier Hérault SC,MHSC,./logos_clubs/MHSC.png
1991-1992,15,AS Saint-Etienne,11,14,15,5,4,6,17,12,5,pGnNg,11,G,AS Saint-Etienne,ASSE,./logos_clubs/ASSE.png
1991-1992,15,SC Toulon et du Var,12,14,15,6,2,7,18,19,-1,nPgGG,12,G,SC Toulon et du Var,SCT,./logos_clubs/SCT.png
1991-1992,15,RC Lens,13,14,15,2,10,3,9,11,-2,nNpNn,13,N,RC Lens,RCL,./logos_clubs/RCL.png
1991-1992,15,Lille OSC,14,14,15,5,4,6,11,14,-3,NgPpP,14,P,Lille OSC,LOSC,./logos_clubs/LOSC.png
1991-1992,15,Toulouse FC,15,14,15,4,6,5,14,19,-5,nNgGp,15,P,Toulouse FC,TFC,./logos_clubs/TFC.png
1991-1992,15,AS Cannes,16,13,15,5,3,7,18,19,-1,GgGpP,16,P,AS Cannes,ASC,./logos_clubs/ASC.png
1991-1992,15,Olympique Lyonnais,17,12,15,3,6,6,9,11,-2,NpNpG,17,G,Olympique Lyonnais,OL,./logos_clubs/OL.png
1991-1992,15,FC Sochaux-Montbéliard,18,11,15,4,3,8,16,22,-6,pGpGp,18,P,FC Sochaux-Montbéliard,FCSM,./logos_clubs/FCSM.png
1991-1992,15,Stade Rennais FC,19,11,15,3,5,7,12,18,-6,nNGpG,19,G,Stade Rennais FC,SRFC,./logos_clubs/SRFC.png
1991-1992,15,AS Nancy Lorraine,20,9,15,3,3,9,16,30,-14,NpGpG,20,G,AS Nancy Lorraine,ASNL,./logos_clubs/ASNL.png
1990-1991,15,AJ Auxerre,1,23,15,9,5,1,26,12,14,gnGgG,1,G,AJ Auxerre,AJA,./logos_clubs/AJA.png
1990-1991,15,Olympique de Marseille,2,22,15,10,2,3,26,13,13,gGpGp,2,P,Olympique de Marseille,OM,./logos_clubs/OM.png
1990-1991,15,AS Monaco,3,19,15,7,5,3,18,13,5,PgGGp,3,P,AS Monaco,ASM,./logos_clubs/ASM.png
1990-1991,15,FC Metz,4,17,15,6,5,4,22,18,4,gGpNg,4,G,FC Metz,FCM,./logos_clubs/FCM.png
1990-1991,15,Montpellier Hérault SC,5,16,15,6,4,5,29,17,12,GnGpN,5,N,Montpellier Hérault SC,MHSC,./logos_clubs/MHSC.png
1990-1991,15,Brest Armorique FC,6,16,15,5,6,4,21,12,9,GpGpN,6,N,Stade Brestois 29,SB29,./logos_clubs/SB29.png
1990-1991,15,FC Nantes,7,16,15,5,6,4,17,17,0,nGpGn,7,N,FC Nantes,FCN,./logos_clubs/FCN.png
1990-1991,15,Girondins de Bordeaux FC,8,15,15,5,5,5,16,14,2,nGpGp,8,P,FC Girondins de Bordeaux,FCGB,./logos_clubs/FCGB.png
1990-1991,15,SM Caen,9,15,15,5,5,5,17,16,1,pGnPn,9,N,SM Caen,SMC,./logos_clubs/SMC.png
1990-1991,15,Paris Saint-Germain FC,10,15,15,5,5,5,21,21,0,NpGpN,10,N,Paris Saint-Germain FC,PSG,./logos_clubs/PSG.png
1990-1991,15,Lille OSC,11,15,15,4,7,4,16,17,-1,nNpGp,11,P,Lille OSC,LOSC,./logos_clubs/LOSC.png
1990-1991,15,Olympique Lyonnais,12,15,15,5,5,5,12,15,-3,pNpGp,12,P,Olympique Lyonnais,OL,./logos_clubs/OL.png
1990-1991,15,SC Toulon et du Var,13,13,15,4,5,6,13,16,-3,PpGnG,13,G,SC Toulon et du Var,SCT,./logos_clubs/SCT.png
1990-1991,15,Toulouse FC,14,13,15,3,7,5,10,14,-4,nNpNn,14,N,Toulouse FC,TFC,./logos_clubs/TFC.png
1990-1991,15,AS Nancy Lorraine,15,13,15,5,3,7,14,27,-13,GpGpG,15,G,AS Nancy Lorraine,ASNL,./logos_clubs/ASNL.png
1990-1991,15,FC Sochaux-Montbéliard,16,12,15,3,6,6,10,14,-4,NnGnN,16,N,FC Sochaux-Montbéliard,FCSM,./logos_clubs/FCSM.png
1990-1991,15,AS Cannes,17,12,15,3,6,6,9,13,-4,NPpNn,17,N,AS Cannes,ASC,./logos_clubs/ASC.png
1990-1991,15,AS Saint-Etienne,18,12,15,4,4,7,9,17,-8,NpGnG,18,G,AS Saint-Etienne,ASSE,./logos_clubs/ASSE.png
1990-1991,15,Stade Rennais FC,19,11,15,3,5,7,8,22,-14,PnNpG,19,G,Stade Rennais FC,SRFC,./logos_clubs/SRFC.png
1990-1991,15,OGC Nice,20,10,15,2,6,7,11,17,-6,pNppP,20,P,OGC Nice,OGCN,./logos_clubs/OGCN.png
1989-1990,15,Girondins de Bordeaux FC,1,23,15,10,3,2,22,6,16,pnGnG,1,G,FC Girondins de Bordeaux,FCGB,./logos_clubs/FCGB.png
1989-1990,15,Olympique de Marseille,2,21,15,9,3,3,29,14,15,gGpNp,2,P,Olympique de Marseille,OM,./logos_clubs/OM.png
1989-1990,15,FC Sochaux-Montbéliard,3,20,15,9,2,4,22,14,8,GgGpG,3,G,FC Sochaux-Montbéliard,FCSM,./logos_clubs/FCSM.png
1989-1990,15,Toulouse FC,4,19,15,7,5,3,20,12,8,pGgGn,4,N,Toulouse FC,TFC,./logos_clubs/TFC.png
1989-1990,15,FC Nantes,5,16,15,5,6,4,17,13,4,pGnGn,5,N,FC Nantes,FCN,./logos_clubs/FCN.png
1989-1990,15,AS Monaco,6,16,15,4,8,3,12,10,2,GnNgN,6,N,AS Monaco,ASM,./logos_clubs/ASM.png
1989-1990,15,Paris Saint-Germain FC,7,16,15,6,4,5,18,19,-1,pNppP,7,P,Paris Saint-Germain FC,PSG,./logos_clubs/PSG.png
1989-1990,15,AS Saint-Etienne,8,15,15,7,1,7,20,21,-1,GpPgG,8,G,AS Saint-Etienne,ASSE,./logos_clubs/ASSE.png
1989-1990,15,Olympique Lyonnais,9,15,15,7,1,7,19,22,-3,gGpPg,9,G,Olympique Lyonnais,OL,./logos_clubs/OL.png
1989-1990,15,FC Mulhouse,10,14,15,5,4,6,15,14,1,pGpGn,10,N,FC Mulhouse,FCMU,./logos_clubs/FCMU.png
1989-1990,15,SC Toulon et du Var,11,14,15,4,6,5,10,17,-7,PnNpN,11,N,SC Toulon et du Var,SCT,./logos_clubs/SCT.png
1989-1990,15,AJ Auxerre,12,13,15,4,5,6,18,18,0,pNpNn,12,N,AJ Auxerre,AJA,./logos_clubs/AJA.png
1989-1990,15,Montpellier Hérault SC,13,13,15,6,1,8,18,20,-2,PGpGp,13,P,Montpellier Hérault SC,MHSC,./logos_clubs/MHSC.png
1989-1990,15,FC Metz,14,13,15,3,7,5,16,18,-2,gNnGp,14,P,FC Metz,FCM,./logos_clubs/FCM.png
1989-1990,15,SM Caen,15,13,15,5,3,7,15,19,-4,GpGpN,15,N,SM Caen,SMC,./logos_clubs/SMC.png
1989-1990,15,Lille OSC,16,13,15,5,3,7,13,18,-5,GpGpG,16,G,Lille OSC,LOSC,./logos_clubs/LOSC.png
1989-1990,15,Racing Paris 1,17,13,15,4,5,6,19,25,-6,GpNGp,17,P,Racing Paris 1,RCF,./logos_clubs/RCF.png
1989-1990,15,AS Cannes,18,12,15,4,4,7,17,22,-5,GpGnN,18,N,AS Cannes,ASC,./logos_clubs/ASC.png
1989-1990,15,OGC Nice,19,12,15,2,8,5,19,25,-6,pPnPn,19,N,OGC Nice,OGCN,./logos_clubs/OGCN.png
1989-1990,15,Brest Armorique FC,20,9,15,4,1,10,7,19,-12,PpGpN,20,N,Stade Brestois 29,SB29,./logos_clubs/SB29.png
2016-2017,16,OGC Nice,1,39,16,12,3,1,30,10,20,pgNgG,1,G,OGC Nice,OGCN,./logos_clubs/OGCN.png
2016-2017,16,AS Monaco FC,2,36,16,11,3,2,49,16,33,GgGnG,2,G,AS Monaco,ASM,./logos_clubs/ASM.png
2016-2017,16,Paris Saint-Germain FC,3,35,16,11,2,3,30,11,19,GGgGp,3,P,Paris Saint-Germain FC,PSG,./logos_clubs/PSG.png
2016-2017,16,Olympique Lyonnais,4,28,16,9,1,6,31,18,13,GgPgg,4,G,Olympique Lyonnais,OL,./logos_clubs/OL.png
2016-2017,16,Stade Rennais FC,5,27,16,8,3,5,18,19,-1,pNGpG,5,G,Stade Rennais FC,SRFC,./logos_clubs/SRFC.png
2016-2017,16,EA Guingamp,6,26,16,7,5,4,21,15,6,nNnPG,6,G,EA Guingamp,EAG,./logos_clubs/EAG.png
2016-2017,16,FC Girondins de Bordeaux,7,24,16,6,6,4,20,18,2,GnGnP,7,P,FC Girondins de Bordeaux,FCGB,./logos_clubs/FCGB.png
2016-2017,16,Toulouse FC,8,22,16,6,4,6,18,16,2,nPpGp,8,P,Toulouse FC,TFC,./logos_clubs/TFC.png
2016-2017,16,AS Saint-Etienne,9,22,16,5,7,4,16,14,2,nPgNp,9,P,AS Saint-Etienne,ASSE,./logos_clubs/ASSE.png
2016-2017,16,Olympique de Marseille,10,21,16,5,6,5,16,17,-1,pGpnG,10,G,Olympique de Marseille,OM,./logos_clubs/OM.png
2016-2017,16,Angers SCO,11,19,16,5,4,7,15,18,-3,GnPpN,11,N,Angers SCO,SCO,./logos_clubs/SCO.png
2016-2017,16,Montpellier Hérault SC,12,19,16,4,7,5,23,28,-5,GnNpG,12,G,Montpellier Hérault SC,MHSC,./logos_clubs/MHSC.png
2016-2017,16,FC Metz,13,18,16,5,3,8,16,32,-16,NgNpP,13,P,FC Metz,FCM,./logos_clubs/FCM.png
2016-2017,16,Lille OSC,14,17,16,5,2,9,15,21,-6,pPnGg,14,G,Lille OSC,LOSC,./logos_clubs/LOSC.png
2016-2017,16,Dijon FCO,15,16,16,3,7,6,22,25,-3,NppNn,15,N,Dijon FCO,DFCO,./logos_clubs/DFCO.png
2016-2017,16,AS Nancy Lorraine,16,16,16,4,4,8,12,22,-10,pGnGp,16,P,AS Nancy Lorraine,ASNL,./logos_clubs/ASNL.png
2016-2017,16,SM Caen,17,15,16,4,3,9,16,30,-14,GpNpN,17,N,SM Caen,SMC,./logos_clubs/SMC.png
2016-2017,16,SC Bastia,18,14,16,3,5,8,12,20,-8,pNnNp,18,P,SC Bastia,SCB,./logos_clubs/SCB.png
2016-2017,16,FC Nantes,19,13,16,3,4,9,9,26,-17,NpNPp,19,P,FC Nantes,FCN,./logos_clubs/FCN.png
2016-2017,16,FC Lorient,20,12,16,3,3,10,16,29,-13,pPnGn,20,N,FC Lorient,FCL,./logos_clubs/FCL.png
2015-2016,16,Paris Saint-Germain FC,1,42,16,13,3,0,37,8,29,gGgGn,1,N,Paris Saint-Germain FC,PSG,./logos_clubs/PSG.png
2015-2016,16,SM Caen,2,29,16,9,2,5,19,16,3,pGNgn,2,N,SM Caen,SMC,./logos_clubs/SMC.png
2015-2016,16,Angers SCO,3,27,16,7,6,3,14,9,5,pPnGN,3,N,Angers SCO,SCO,./logos_clubs/SCO.png
2015-2016,16,Olympique Lyonnais,4,26,16,7,5,4,21,14,7,gGpPn,4,N,Olympique Lyonnais,OL,./logos_clubs/OL.png
2015-2016,16,OGC Nice,5,25,16,7,4,5,30,19,11,NgGpn,5,N,OGC Nice,OGCN,./logos_clubs/OGCN.png
2015-2016,16,AS Monaco FC,6,25,16,6,7,3,22,22,0,GpGnN,6,N,AS Monaco,ASM,./logos_clubs/ASM.png
2015-2016,16,AS Saint-Etienne,7,25,16,8,1,7,20,20,0,GpPGp,7,P,AS Saint-Etienne,ASSE,./logos_clubs/ASSE.png
2015-2016,16,Olympique de Marseille,8,22,16,6,4,6,24,17,7,gPgNg,8,G,Olympique de Marseille,OM,./logos_clubs/OM.png
2015-2016,16,FC Lorient,9,22,16,5,7,4,24,21,3,nGPnN,9,N,FC Lorient,FCL,./logos_clubs/FCL.png
2015-2016,16,Stade Rennais FC,10,22,16,5,7,4,21,19,2,PgNnP,10,P,Stade Rennais FC,SRFC,./logos_clubs/SRFC.png
2015-2016,16,FC Nantes,11,21,16,6,3,7,12,15,-3,PppNN,11,N,FC Nantes,FCN,./logos_clubs/FCN.png
2015-2016,16,Stade de Reims,12,19,16,5,4,7,17,20,-3,pPpNg,12,G,Stade de Reims,SR,./logos_clubs/SR.png
2015-2016,16,GFC Ajaccio,13,19,16,5,4,7,16,19,-3,GggNg,13,G,GFC Ajaccio,GFCA,./logos_clubs/GFCA.png
2015-2016,16,EA Guingamp,14,19,16,5,4,7,16,22,-6,NpGpP,14,P,EA Guingamp,EAG,./logos_clubs/EAG.png
2015-2016,16,Montpellier Hérault SC,15,18,16,5,3,8,18,21,-3,nGGgP,15,P,Montpellier Hérault SC,MHSC,./logos_clubs/MHSC.png
2015-2016,16,SC Bastia,16,18,16,5,3,8,16,21,-5,GnPnG,16,G,SC Bastia,SCB,./logos_clubs/SCB.png
2015-2016,16,FC Girondins de Bordeaux,17,18,16,4,6,6,20,26,-6,pGnPp,17,P,FC Girondins de Bordeaux,FCGB,./logos_clubs/FCGB.png
2015-2016,16,Lille OSC,18,17,16,3,8,5,9,11,-2,nNnpG,18,G,Lille OSC,LOSC,./logos_clubs/LOSC.png
2015-2016,16,Toulouse FC,19,15,16,3,6,7,17,28,-11,NppGg,19,G,Toulouse FC,TFC,./logos_clubs/TFC.png
2015-2016,16,ESTAC Troyes,20,5,16,0,5,11,8,33,-25,PpNpP,20,P,ESTAC Troyes,ESTAC,./logos_clubs/ESTAC.png
2014-2015,16,Olympique de Marseille,1,35,16,11,2,3,33,14,19,GpGGn,1,N,Olympique de Marseille,OM,./logos_clubs/OM.png
2014-2015,16,Paris Saint-Germain FC,2,34,16,9,7,0,30,11,19,gGgGn,2,N,Paris Saint-Germain FC,PSG,./logos_clubs/PSG.png
2014-2015,16,Olympique Lyonnais,3,30,16,9,3,4,29,15,14,gGnpG,3,G,Olympique Lyonnais,OL,./logos_clubs/OL.png
2014-2015,16,AS Saint-Etienne,4,29,16,8,5,3,18,12,6,nNnGg,4,G,AS Saint-Etienne,ASSE,./logos_clubs/ASSE.png
2014-2015,16,Stade Rennais FC,5,28,16,8,4,4,20,15,5,nGgGg,5,G,Stade Rennais FC,SRFC,./logos_clubs/SRFC.png
2014-2015,16,FC Girondins de Bordeaux,6,28,16,8,4,4,22,18,4,GgpGn,6,N,FC Girondins de Bordeaux,FCGB,./logos_clubs/FCGB.png
2014-2015,16,FC Nantes,7,24,16,6,6,4,14,13,1,NgNpP,7,P,FC Nantes,FCN,./logos_clubs/FCN.png
2014-2015,16,AS Monaco FC,8,23,16,6,5,5,19,18,1,NnNpG,8,G,AS Monaco,ASM,./logos_clubs/ASM.png
2014-2015,16,Stade de Reims,9,22,16,6,4,6,17,24,-7,nGnGp,9,P,Stade de Reims,SR,./logos_clubs/SR.png
2014-2015,16,Montpellier Hérault SC,10,21,16,6,3,7,14,16,-2,GpGnP,10,P,Montpellier Hérault SC,MHSC,./logos_clubs/MHSC.png
2014-2015,16,Toulouse FC,11,20,16,6,2,8,21,23,-2,pGpPg,11,G,Toulouse FC,TFC,./logos_clubs/TFC.png
2014-2015,16,Lille OSC,12,20,16,5,5,6,11,14,-3,NpGpN,12,N,Lille OSC,LOSC,./logos_clubs/LOSC.png
2014-2015,16,FC Metz,13,19,16,5,4,7,15,20,-5,GpPpN,13,N,FC Metz,FCM,./logos_clubs/FCM.png
2014-2015,16,Évian Thonon Gaillard FC ,14,19,16,6,1,9,16,24,-8,pGpGg,14,G,Évian Thonon Gaillard FC,ETGFC,./logos_clubs/ETGFC.png
2014-2015,16,OGC Nice,15,18,16,5,3,8,18,22,-4,PpNpP,15,P,OGC Nice,OGCN,./logos_clubs/OGCN.png
2014-2015,16,FC Lorient,16,17,16,5,2,9,15,20,-5,PpGgN,16,N,FC Lorient,FCL,./logos_clubs/FCL.png
2014-2015,16,EA Guingamp,17,15,16,5,0,11,15,28,-13,GpPpG,17,G,EA Guingamp,EAG,./logos_clubs/EAG.png
2014-2015,16,SM Caen,18,14,16,3,5,8,19,25,-6,pPnNp,18,P,SM Caen,SMC,./logos_clubs/SMC.png
2014-2015,16,RC Lens,19,14,16,4,2,10,14,20,-6,pPpGp,19,P,RC Lens,RCL,./logos_clubs/RCL.png
2014-2015,16,SC Bastia,20,14,16,3,5,8,13,21,-8,pGNpP,20,P,SC Bastia,SCB,./logos_clubs/SCB.png
2013-2014,16,Paris Saint-Germain FC,1,37,16,11,4,1,34,10,24,GGgGp,1,P,Paris Saint-Germain FC,PSG,./logos_clubs/PSG.png
2013-2014,16,Lille OSC,2,36,16,11,3,2,18,4,14,GnGgG,2,G,Lille OSC,LOSC,./logos_clubs/LOSC.png
2013-2014,16,AS Monaco FC,3,33,16,10,5,1,27,11,16,pNgGg,3,G,AS Monaco,ASM,./logos_clubs/ASM.png
2013-2014,16,Olympique de Marseille,4,27,16,8,3,5,23,15,8,nGgGp,4,P,Olympique de Marseille,OM,./logos_clubs/OM.png
2013-2014,16,SC Bastia,5,26,16,7,5,4,19,19,0,pGnGn,5,N,SC Bastia,SCB,./logos_clubs/SCB.png
2013-2014,16,AS Saint-Etienne,6,24,16,7,3,6,24,20,4,nPgGp,6,P,AS Saint-Etienne,ASSE,./logos_clubs/ASSE.png
2013-2014,16,FC Girondins de Bordeaux,7,24,16,6,6,4,22,18,4,gPnGg,7,G,FC Girondins de Bordeaux,FCGB,./logos_clubs/FCGB.png
2013-2014,16,FC Nantes,8,23,16,7,2,7,19,13,6,ngPpG,8,G,FC Nantes,FCN,./logos_clubs/FCN.png
2013-2014,16,EA Guingamp,9,22,16,6,4,6,18,16,2,pNnGP,9,P,EA Guingamp,EAG,./logos_clubs/EAG.png
2013-2014,16,Stade de Reims,10,22,16,5,7,4,17,19,-2,GnPpg,10,G,Stade de Reims,SR,./logos_clubs/SR.png
2013-2014,16,Stade Rennais FC,11,21,16,5,6,5,20,17,3,NpNpG,11,G,Stade Rennais FC,SRFC,./logos_clubs/SRFC.png
2013-2014,16,Olympique Lyonnais,12,20,16,5,5,6,21,22,-1,GgNpN,12,N,Olympique Lyonnais,OL,./logos_clubs/OL.png
2013-2014,16,FC Lorient,13,20,16,6,2,8,20,23,-3,pNgGg,13,G,FC Lorient,FCL,./logos_clubs/FCL.png
2013-2014,16,Toulouse FC,14,20,16,5,5,6,17,22,-5,pNpGn,14,N,Toulouse FC,TFC,./logos_clubs/TFC.png
2013-2014,16,Évian Thonon Gaillard FC,15,19,16,5,4,7,17,27,-10,GnPpG,15,G,Évian Thonon Gaillard FC,ETGFC,./logos_clubs/ETGFC.png
2013-2014,16,OGC Nice,16,17,16,5,2,9,14,23,-9,PpPpP,16,P,OGC Nice,OGCN,./logos_clubs/OGCN.png
2013-2014,16,Montpellier Hérault SC,17,15,16,2,9,5,17,22,-5,NnNpP,17,P,Montpellier Hérault SC,MHSC,./logos_clubs/MHSC.png
2013-2014,16,Valenciennes FC,18,10,16,2,4,10,13,24,-11,gNnPp,18,P,Valenciennes FC,VAFC,./logos_clubs/VAFC.png
2013-2014,16,AC Ajaccio,19,9,16,1,6,9,11,27,-16,PnPpN,19,N,AC Ajaccio,ACA,./logos_clubs/ACA.png
2013-2014,16,FC Sochaux-Montbéliard,20,8,16,1,5,10,13,32,-19,NpNpP,20,P,FC Sochaux-Montbéliard,FCSM,./logos_clubs/FCSM.png
2012-2013,16,Olympique Lyonnais,1,34,16,10,4,2,29,15,14,nGpGg,1,G,Olympique Lyonnais,OL,./logos_clubs/OL.png
2012-2013,16,Paris Saint-Germain FC,2,29,16,8,5,3,28,12,16,nPGpG,2,G,Paris Saint-Germain FC,PSG,./logos_clubs/PSG.png
2012-2013,16,Olympique de Marseille,3,29,16,9,2,5,20,19,1,NpGgP,3,P,Olympique de Marseille,OM,./logos_clubs/OM.png
2012-2013,16,AS Saint-Etienne,4,26,16,7,5,4,24,11,13,GnGnP,4,P,AS Saint-Etienne,ASSE,./logos_clubs/ASSE.png
2012-2013,16,Valenciennes FC,5,26,16,7,5,4,29,17,12,gNpGn,5,N,Valenciennes FC,VAFC,./logos_clubs/VAFC.png
2012-2013,16,FC Girondins de Bordeaux,6,26,16,6,8,2,20,13,7,gGpNn,6,N,FC Girondins de Bordeaux,FCGB,./logos_clubs/FCGB.png
2012-2013,16,Stade Rennais FC,7,26,16,8,2,6,23,21,2,ggPgN,7,N,Stade Rennais FC,SRFC,./logos_clubs/SRFC.png
2012-2013,16,FC Lorient,8,24,16,6,6,4,26,27,-1,PGpGg,8,G,FC Lorient,FCL,./logos_clubs/FCL.png
2012-2013,16,Toulouse FC,9,23,16,6,5,5,23,17,6,PpGpN,9,N,Toulouse FC,TFC,./logos_clubs/TFC.png
2012-2013,16,OGC Nice,10,23,16,5,8,3,22,21,1,nGgGn,10,N,OGC Nice,OGCN,./logos_clubs/OGCN.png
2012-2013,16,Lille OSC,11,22,16,5,7,4,17,16,1,GppNn,11,N,Lille OSC,LOSC,./logos_clubs/LOSC.png
2012-2013,16,Montpellier Hérault SC,12,20,16,5,5,6,22,19,3,NnGpG,12,G,Montpellier Hérault SC,MHSC,./logos_clubs/MHSC.png
2012-2013,16,SC Bastia,13,19,16,5,4,7,21,33,-12,PpGnn,13,N,SC Bastia,SCB,./logos_clubs/SCB.png
2012-2013,16,Stade Brestois 29,14,18,16,5,3,8,17,22,-5,pGnPn,14,N,Stade Brestois 29,SB29,./logos_clubs/SB29.png
2012-2013,16,Stade de Reims,15,17,16,4,5,7,13,15,-2,PpNpN,15,N,Stade de Reims,SR,./logos_clubs/SR.png
2012-2013,16,FC Sochaux-Montbéliard,16,16,16,4,4,8,16,23,-7,NgPnN,16,N,FC Sochaux-Montbéliard,FCSM,./logos_clubs/FCSM.png
2012-2013,16,AC Ajaccio,17,16,16,4,6,6,15,22,-7,gPnNp,17,P,AC Ajaccio,ACA,./logos_clubs/ACA.png
2012-2013,16,Évian Thonon Gaillard FC,18,16,16,4,4,8,17,27,-10,gNgNp,18,P,Évian Thonon Gaillard FC,ETGFC,./logos_clubs/ETGFC.png
2012-2013,16,ESTAC Troyes,19,9,16,1,6,9,17,33,-16,pNpPN,19,N,ESTAC Troyes,ESTAC,./logos_clubs/ESTAC.png
2012-2013,16,AS Nancy Lorraine,20,9,16,1,6,9,11,27,-16,PnNnN,20,N,AS Nancy Lorraine,ASNL,./logos_clubs/ASNL.png
2011-2012,16,Montpellier Hérault SC,1,36,16,11,3,2,36,17,19,GnGgG,1,G,Montpellier Hérault SC,MHSC,./logos_clubs/MHSC.png
2011-2012,16,Paris Saint-Germain FC,2,33,16,10,3,3,29,17,12,GnPpG,2,G,Paris Saint-Germain FC,PSG,./logos_clubs/PSG.png
2011-2012,16,Lille OSC,3,31,16,8,7,1,27,15,12,nNnGg,3,G,Lille OSC,LOSC,./logos_clubs/LOSC.png
2011-2012,16,Olympique Lyonnais,4,29,16,9,2,5,28,19,9,GpPgG,4,G,Olympique Lyonnais,OL,./logos_clubs/OL.png
2011-2012,16,Stade Rennais FC,5,28,16,8,4,4,27,21,6,pNgGp,5,P,Stade Rennais FC,SRFC,./logos_clubs/SRFC.png
2011-2012,16,Toulouse FC,6,26,16,7,5,4,17,15,2,GpNGp,6,P,Toulouse FC,TFC,./logos_clubs/TFC.png
2011-2012,16,Olympique de Marseille,7,24,16,6,6,4,22,16,6,gGpGg,7,G,Olympique de Marseille,OM,./logos_clubs/OM.png
2011-2012,16,AS Saint-Etienne,8,24,16,6,6,4,19,19,0,pNgGn,8,N,AS Saint-Etienne,ASSE,./logos_clubs/ASSE.png
2011-2012,16,FC Lorient,9,23,16,6,5,5,17,18,-1,pGpGp,9,P,FC Lorient,FCL,./logos_clubs/FCL.png
2011-2012,16,SM Caen,10,19,16,5,4,7,23,25,-2,pGnpP,10,P,SM Caen,SMC,./logos_clubs/SMC.png
2011-2012,16,Évian Thonon Gaillard FC,11,19,16,4,7,5,21,23,-2,GnGpG,11,G,Évian Thonon Gaillard FC,ETGFC,./logos_clubs/ETGFC.png
2011-2012,16,FC Girondins de Bordeaux,12,19,16,4,7,5,19,21,-2,gNpGG,12,G,FC Girondins de Bordeaux,FCGB,./logos_clubs/FCGB.png
2011-2012,16,FC Sochaux-Montbéliard,13,18,16,4,6,6,21,30,-9,nGpPn,13,N,FC Sochaux-Montbéliard,FCSM,./logos_clubs/FCSM.png
2011-2012,16,Dijon FCO,14,18,16,5,3,8,17,29,-12,PpGgN,14,N,Dijon FCO,DFCO,./logos_clubs/DFCO.png
2011-2012,16,Stade Brestois 29,15,16,16,2,10,4,17,18,-1,GpGpN,15,N,Stade Brestois 29,SB29,./logos_clubs/SB29.png
2011-2012,16,AJ Auxerre,16,15,16,3,6,7,22,26,-4,pGpPp,16,P,AJ Auxerre,AJA,./logos_clubs/AJA.png
2011-2012,16,Valenciennes FC,17,14,16,3,5,8,16,19,-3,NnGpp,17,P,Valenciennes FC,VAFC,./logos_clubs/VAFC.png
